policy_number,transaction_id,premium_date,amount,payment_method,status,org_code
LNL0000409,0480444DD60BFA63,2025-12-31,151.79,EFT,PENDING,lnl
LNL0000410,CFE6BCF2A88B5404,2026-03-01,1380.51,EFT,PENDING,lnl
LNL0000410,99C1E59AC344981C,2026-01-30,1380.51,EFT,PAID,lnl
LNL0000410,5A9D82AD8DEF5561,2025-12-31,1380.51,EFT,PAID,lnl
LNL0000411,78BA4D80C416C9E3,2026-03-01,606.90,CREDIT_CARD,PENDING,lnl
LNL0000411,795B266EEB143567,2026-01-30,606.90,CREDIT_CARD,PENDING,lnl
LNL0000411,041ED990502D9C5E,2025-12-31,606.90,CHECK,RETURNED,lnl
LNL0000412,8626F69053EC748C,2026-03-01,160.92,CREDIT_CARD,RETURNED,lnl
LNL0000412,6A88A35C965BE097,2026-01-30,160.92,CHECK,PAID,lnl
LNL0000412,44E136C991ECB4B0,2025-12-31,160.92,CREDIT_CARD,PENDING,lnl
LNL0000413,1251F5E58B19C98C,2026-03-01,2210.93,CREDIT_CARD,PAID,lnl
LNL0000413,120FA958BE8BA15B,2026-01-30,2210.93,EFT,RETURNED,lnl
LNL0000413,05A69600B23C5DD5,2025-12-31,2210.93,EFT,RETURNED,lnl
LNL0000414,AA33BFA9E1B68AD9,2026-03-01,541.25,CREDIT_CARD,PAID,lnl
LNL0000414,A2023E93372CB6EB,2026-01-30,541.25,CREDIT_CARD,PAID,lnl
LNL0000414,48E19031CC8D2AED,2025-12-31,541.25,EFT,PENDING,lnl
LNL0000415,FE3B009CBF3345D6,2026-03-01,1264.21,CREDIT_CARD,PAID,lnl
LNL0000415,C5BABD82CDB9B394,2026-01-30,1264.21,EFT,PAID,lnl
LNL0000415,45A41204894E1AD1,2025-12-31,1264.21,CHECK,PAID,lnl
LNL0000416,9C7A59D61339E447,2026-03-01,86.81,CHECK,PENDING,lnl
LNL0000416,B6A4D02FC2A5DE80,2026-01-30,86.81,EFT,PAID,lnl
LNL0000416,0EF78BBAF6275300,2025-12-31,86.81,EFT,PENDING,lnl
LNL0000417,F00E536856FFD73F,2026-03-01,2135.64,EFT,PENDING,lnl
LNL0000417,07BF8D8A690C85F5,2026-01-30,2135.64,CHECK,PAID,lnl
LNL0000417,E49445060776FE73,2025-12-31,2135.64,CREDIT_CARD,PAID,lnl
LNL0000418,1710DD61086E6B84,2026-03-01,249.90,EFT,PAID,lnl
LNL0000418,F9DE96653CB4679A,2026-01-30,249.90,CHECK,PAID,lnl
LNL0000418,C9761E30A18577BC,2025-12-31,249.90,CHECK,PAID,lnl
LNL0000419,CCE12B62477A6719,2026-03-01,725.86,EFT,RETURNED,lnl
LNL0000419,3BD7C4A933CEB1D0,2026-01-30,725.86,CREDIT_CARD,RETURNED,lnl
LNL0000419,51186BB5E423C760,2025-12-31,725.86,EFT,PAID,lnl
LNL0000420,81ADC57142A09B6D,2026-03-01,322.44,EFT,PAID,lnl
LNL0000420,0570D89DF77CB7AB,2026-01-30,322.44,CREDIT_CARD,PENDING,lnl
LNL0000420,FDF6E55B559ECC09,2025-12-31,322.44,EFT,PAID,lnl
LNL0000421,4476BD6866008D71,2026-03-01,197.74,CREDIT_CARD,RETURNED,lnl
LNL0000421,55B9F7DF6A11B72F,2026-01-30,197.74,CREDIT_CARD,PENDING,lnl
LNL0000421,DF62DDA99B11014D,2025-12-31,197.74,EFT,PAID,lnl
LNL0000422,F2534B6DDEDAD30E,2026-03-01,645.43,EFT,PENDING,lnl
LNL0000422,57ABA421CD3272D0,2026-01-30,645.43,EFT,RETURNED,lnl
LNL0000422,B7152B113BA7915E,2025-12-31,645.43,EFT,PAID,lnl
LNL0000423,925CADB10DF6431C,2026-03-01,2706.07,EFT,PENDING,lnl
LNL0000423,AC969762953302D3,2026-01-30,2706.07,EFT,RETURNED,lnl
LNL0000423,EE0C923D7D879234,2025-12-31,2706.07,CHECK,PAID,lnl
LNL0000424,606601C13C019C8E,2026-03-01,137.47,CHECK,RETURNED,lnl
LNL0000424,CFCAB44AF8812659,2026-01-30,137.47,CHECK,PAID,lnl
LNL0000424,65E37D6EFC6A9DDF,2025-12-31,137.47,EFT,PAID,lnl
LNL0000425,D442741CCF8BA4CA,2026-03-01,561.76,CREDIT_CARD,RETURNED,lnl
LNL0000425,B505B53404F78245,2026-01-30,561.76,CHECK,PAID,lnl
LNL0000425,70BC65D336EC5BBC,2025-12-31,561.76,CREDIT_CARD,PAID,lnl
LNL0000426,B825960043F97EB9,2026-03-01,741.86,EFT,PAID,lnl
LNL0000426,B7F0E36C228F2090,2026-01-30,741.86,EFT,PAID,lnl
LNL0000426,ECFE25147F864A71,2025-12-31,741.86,CREDIT_CARD,PENDING,lnl
LNL0000427,C9CEC53355F67E3D,2026-03-01,625.02,CREDIT_CARD,PENDING,lnl
LNL0000427,DD9B438EE6715159,2026-01-30,625.02,CHECK,PAID,lnl
LNL0000427,020DD71F993197B3,2025-12-31,625.02,CREDIT_CARD,RETURNED,lnl
LNL0000428,5CCE434BB4CE074D,2026-03-01,519.19,EFT,RETURNED,lnl
LNL0000428,3162F6E78F3F6452,2026-01-30,519.19,CREDIT_CARD,RETURNED,lnl
LNL0000428,6DBFF0056DA1DB3D,2025-12-31,519.19,EFT,PENDING,lnl
LNL0000429,58E9EE6D566D0067,2026-03-01,659.54,EFT,PAID,lnl
LNL0000429,F7BE818397AE45C0,2026-01-30,659.54,CREDIT_CARD,PAID,lnl
LNL0000429,F078D73E7E0C96C8,2025-12-31,659.54,EFT,PAID,lnl
LNL0000430,D06A45EB1AFAF025,2026-03-01,764.20,CREDIT_CARD,PAID,lnl
LNL0000430,383FDDF98428469D,2026-01-30,764.20,CREDIT_CARD,RETURNED,lnl
LNL0000430,D26CA56566B00D15,2025-12-31,764.20,EFT,PAID,lnl
LNL0000431,0573F4525B9D6748,2026-03-01,131.96,EFT,PENDING,lnl
LNL0000431,51E1C80E9489782E,2026-01-30,131.96,EFT,PAID,lnl
LNL0000431,FD01D0AD0BB07EC7,2025-12-31,131.96,EFT,PAID,lnl
LNL0000432,7216E8911B75994C,2026-03-01,780.43,EFT,PAID,lnl
LNL0000432,5B6C104B8FAD4CE9,2026-01-30,780.43,CREDIT_CARD,RETURNED,lnl
LNL0000432,CABE4A613DBD8213,2025-12-31,780.43,CREDIT_CARD,PAID,lnl
LNL0000433,BFBF1340103A4C05,2026-03-01,2597.11,EFT,PAID,lnl
LNL0000433,7D568C9ABA5FC28A,2026-01-30,2597.11,EFT,PAID,lnl
LNL0000433,A71901ACA7F971C3,2025-12-31,2597.11,CHECK,PAID,lnl
LNL0000434,67D0FB440D53F50B,2026-03-01,873.36,CHECK,PAID,lnl
LNL0000434,F366A37C75A708BA,2026-01-30,873.36,CHECK,PAID,lnl
LNL0000434,AB62B960865039E4,2025-12-31,873.36,CREDIT_CARD,PAID,lnl
LNL0000435,9B9BADF557836621,2026-03-01,636.12,CREDIT_CARD,RETURNED,lnl
LNL0000435,308849C63B84BDE7,2026-01-30,636.12,CREDIT_CARD,PAID,lnl
LNL0000435,E17F85EE35465E8B,2025-12-31,636.12,EFT,PENDING,lnl
LNL0000436,9997BBD27C3A6172,2026-03-01,290.54,EFT,PAID,lnl
LNL0000436,64DD79FB80AA6290,2026-01-30,290.54,CREDIT_CARD,PAID,lnl
LNL0000436,A28C7049A6F566AD,2025-12-31,290.54,CHECK,PAID,lnl
LNL0000437,2B2F09BF60424FBC,2026-03-01,1428.70,CREDIT_CARD,RETURNED,lnl
LNL0000437,18EE82DC896D77FC,2026-01-30,1428.70,CHECK,RETURNED,lnl
LNL0000437,DF948D691147DFA2,2025-12-31,1428.70,CHECK,PENDING,lnl
LNL0000438,78480848920DFCCB,2026-03-01,227.82,CREDIT_CARD,RETURNED,lnl
LNL0000438,1ED1EC0D851EE424,2026-01-30,227.82,CREDIT_CARD,PAID,lnl
LNL0000438,65A954BE9F46C0A1,2025-12-31,227.82,EFT,PAID,lnl
LNL0000439,02992B6A0F6600C0,2026-03-01,197.69,CREDIT_CARD,PAID,lnl
LNL0000439,8FCFB9AA12430313,2026-01-30,197.69,CREDIT_CARD,PAID,lnl
LNL0000439,F2C86D2F58FF0929,2025-12-31,197.69,CHECK,PAID,lnl
LNL0000440,1225DE7A5C40AF85,2026-03-01,290.44,CREDIT_CARD,PAID,lnl
LNL0000440,52F3952D41C1520D,2026-01-30,290.44,CHECK,PAID,lnl
LNL0000440,7662C3651E933091,2025-12-31,290.44,CHECK,RETURNED,lnl
LNL0000441,B23E8723D15FF7D1,2026-03-01,598.45,CHECK,PAID,lnl
LNL0000441,967E67F8B6985E16,2026-01-30,598.45,CREDIT_CARD,RETURNED,lnl
LNL0000441,439E204F60A92518,2025-12-31,598.45,EFT,RETURNED,lnl
LNL0000442,19F63EE297046716,2026-03-01,110.40,CHECK,PENDING,lnl
LNL0000442,39013139C749172B,2026-01-30,110.40,EFT,PAID,lnl
LNL0000442,1BE52E21A7BDC833,2025-12-31,110.40,CHECK,PAID,lnl
LNL0000443,E75A0056A13D6B7A,2026-03-01,736.04,EFT,PAID,lnl
LNL0000443,CA7A44ACDBAE7EAD,2026-01-30,736.04,EFT,PAID,lnl
LNL0000443,B1CCBC46F06CADDC,2025-12-31,736.04,CHECK,PAID,lnl
LNL0000444,F069BA5926D5325C,2026-03-01,943.53,CHECK,PENDING,lnl
LNL0000444,E23D3D5F21CD3F98,2026-01-30,943.53,CREDIT_CARD,PAID,lnl
LNL0000444,3FC8EDC47F55CE7F,2025-12-31,943.53,CHECK,PENDING,lnl
LNL0000445,8ADD07BF54727435,2026-03-01,232.78,CHECK,RETURNED,lnl
LNL0000445,535E886E81770F74,2026-01-30,232.78,CHECK,PAID,lnl
LNL0000445,2BE7FDF167664A8C,2025-12-31,232.78,EFT,PAID,lnl
LNL0000446,7F2B52A75296F10D,2026-03-01,1454.97,CREDIT_CARD,RETURNED,lnl
LNL0000446,04579132020CE652,2026-01-30,1454.97,EFT,PAID,lnl
LNL0000446,52FEA62B8DD4BDB7,2025-12-31,1454.97,EFT,PAID,lnl
LNL0000447,9B074EF1D1E9DAE0,2026-03-01,423.29,CREDIT_CARD,PAID,lnl
LNL0000447,89E3E0E7226E5365,2026-01-30,423.29,CHECK,PENDING,lnl
LNL0000447,00C4334A2FB227B2,2025-12-31,423.29,CHECK,RETURNED,lnl
LNL0000448,87326843732A4640,2026-03-01,695.39,EFT,RETURNED,lnl
LNL0000448,4758E42AB91C4979,2026-01-30,695.39,EFT,PAID,lnl
LNL0000448,3C0AFF37429BE3B4,2025-12-31,695.39,CREDIT_CARD,PAID,lnl
LNL0000449,5813F37B879011AD,2026-03-01,53.87,CHECK,RETURNED,lnl
LNL0000449,427D3B83A03EC0C0,2026-01-30,53.87,EFT,PAID,lnl
LNL0000449,C2D4FC697BCEF418,2025-12-31,53.87,CREDIT_CARD,PAID,lnl
LNL0000450,B3BCE86F3E9DDEBC,2026-03-01,156.22,CHECK,PENDING,lnl
LNL0000450,97E80ABFD3689919,2026-01-30,156.22,CHECK,PAID,lnl
LNL0000450,282D47BA94FBB255,2025-12-31,156.22,CHECK,PAID,lnl
LNL0000451,2EA187EC4DB041EE,2026-03-01,159.52,EFT,PAID,lnl
LNL0000451,648C842E77675DE5,2026-01-30,159.52,CHECK,PENDING,lnl
LNL0000451,A8A8A55A33FBE4F1,2025-12-31,159.52,CHECK,RETURNED,lnl
LNL0000452,E80A2CE73F91E75D,2026-03-01,647.01,CHECK,RETURNED,lnl
LNL0000452,8AC518C7CE117C9C,2026-01-30,647.01,CREDIT_CARD,RETURNED,lnl
LNL0000452,CE1CF4A77AFE5494,2025-12-31,647.01,EFT,PAID,lnl
LNL0000453,ACA22738A06FF17E,2026-03-01,1609.81,EFT,PENDING,lnl
LNL0000453,24FD67A347A13BFE,2026-01-30,1609.81,CREDIT_CARD,RETURNED,lnl
LNL0000453,120869D546260CC5,2025-12-31,1609.81,EFT,PENDING,lnl
